"Dataset.Name","dataset.index","ID","Species","Treatment","Patients","Cells","Platform","Pri...Meta","PMID","major.cts","minor.cts","malignant.cts","endo.ist","folder_size","ISCVAM_simple","pipeline_interactively","pipeline_without_targets_HPC","pipeline_without_targets_Mac","Number_of_cells","gse_only","cancer.type","glioma.in.gaby","notes","running.time.job.array","JobID","outputFile.name","dataset.name","numb.of.cells","running.time","JobName","Partition","Account","AllocCPUS","State","ExitCode","Elapsed","MaxRSS","MaxVMSize","ReqMem","TotalCPU","file.size","date.modification","time.modification","file.name","State_h5","secondStage_JobID","secondStage_batch.job","secondStage_JobName","secondStage_AllocCPUS","secondStage_State","secondStage_Elapsed","secondStage_ReqMem","secondStage_ReqTRES","secondStage_TotalCPU","secondStage_date.process","secondStage_State_clean","secondStage_ReqMem_clean","secondStage_ReqTRES_clean","secondStage_CPU.time.used","secondStage_DiskSpaceUsed_clean","secondStage_PhysicalMemoryUsed_clean","secondStage_VirtualMemoryUsed_clean","secondStage_h5.name","h5_fileSize","h5_filename","secondStage_h5.completed"
"Glioma_GSE141460",51,"T020106","Human","None",24,"6,385","Smart-seq2","Primary","32663469","CD8Tex, Endothelial, Malignant, Microglia, Oligodendrocyte, OPC","CD8Tex, Endothelial, Malignant, Microglia, Oligodendrocyte, OPC","Immune cells, Malignant cells, Others, Stromal cells",TRUE,227.8,NA,NA,"31.58579954",NA,6385,"GSE141460","Glioma",FALSE,"",NA,"7589664_51","array_7589664_51.out","Glioma_GSE141460","6385","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","1:00","0:30:40",NA,NA,"24000M","30:41.6","144M","6-Aug","15:51","Glioma_GSE141460.pipeline.h5","COMPLETED","7724024_51",7724024,"array",24,"COMPLETED","0:11:15","48000M","billing=2+","11:29.4",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:11:29 cpu=00:00:00"," fs/disk=1243853170 fs/disk=2332"," mem=12423028K mem=0"," vmem=14035292K vmem=0","Glioma_GSE141460.secondStage.h5","177M","Glioma_GSE141460.secondStage.h5","yes"
"PRAD_GSE150692",52,"T020169","Human","None",1,"6,710","10x Genomics","Primary","32915138","Acinar, B, CD8Tex, Ductal, Endothelial, Mono/Macro","Acinar, B, CD8Tex, Ductal, Endothelial, M1, Monocyte","Immune cells, Others, Stromal cells",TRUE,160.5,NA,NA,"",NA,6710,"GSE150692","PRAD",FALSE,"",NA,"7589664_52","array_7589664_52.out","PRAD_GSE150692","6710","24.5786437","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:24:39",NA,NA,"24000M","24:40.7","72M","6-Aug","15:52","PRAD_GSE150692.pipeline.h5","COMPLETED","7724024_52",7724024,"array",24,"COMPLETED","0:08:50","48000M","billing=2+","09:09.7",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:09:09 cpu=00:00:00"," fs/disk=1060881199 fs/disk=2332"," mem=6327352K mem=0"," vmem=7577284K vmem=0","PRAD_GSE150692.secondStage.h5","93M","PRAD_GSE150692.secondStage.h5","yes"
"LIHC_GSE140228_Smartseq2",53,"T010047","Human","None",6,"7,074","Smart-seq2","Primary","31675496","B, CD4Tconv, CD8Tex, DC, ILC, Mast, Mono/Macro, NK, Plasma, Tprolif","B, CD4Tn, CD8Tex, cDC2, ILC, M2, Mast, Monocyte, NK, Plasma, Tprolif","Immune cells",FALSE,236.7,NA,NA,"",NA,7074,"GSE140228","LIHC",FALSE,"",NA,"7589664_53","array_7589664_53.out","LIHC_GSE140228_Smartseq2","7074","26.06017948","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:26:08",NA,NA,"24000M","26:12.5","160M","6-Aug","15:52","LIHC_GSE140228_Smartseq2.pipeline.h5","COMPLETED","7724024_53",7724024,"array",24,"COMPLETED","0:10:17","48000M","billing=2+","10:38.5",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:10:38 cpu=00:00:00"," fs/disk=1602356713 fs/disk=2332"," mem=11678828K mem=0"," vmem=13246860K vmem=0","LIHC_GSE140228_Smartseq2.secondStage.h5","186M","LIHC_GSE140228_Smartseq2.secondStage.h5","yes"
"SS_GSE131309_Smartseq2",54,"T020173","Human","None",12,"7,109","Smart-seq2","Primary","33495604","B, CD8T, CD8Tex, Endothelial, Epithelial, Fibroblasts, Malignant, Mast, Mono/Macro","B, CD8Tcm, CD8Tex, CD8Tn, cDC1, Endothelial, Epithelial, Fibroblasts, M1, Malignant, Mast","Immune cells, Malignant cells, Stromal cells",TRUE,240.7,NA,NA,"",NA,7109,"GSE131309","SS",FALSE,"",NA,"7589664_54","array_7589664_54.out","SS_GSE131309_Smartseq2","7109","31.14895999","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:31:13",NA,NA,"24000M","31:16.9","147M","6-Aug","15:52","SS_GSE131309_Smartseq2.pipeline.h5","COMPLETED","7724024_54",7724024,"array",24,"COMPLETED","0:10:51","48000M","billing=2+","11:15.6",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:11:15 cpu=00:00:00"," fs/disk=1246795227 fs/disk=2332"," mem=11622876K mem=0"," vmem=13192628K vmem=0","SS_GSE131309_Smartseq2.secondStage.h5","183M","SS_GSE131309_Smartseq2.secondStage.h5","yes"
"SKCM_GSE115978_aPD1",55,"T010073","Human","Immunotherapy",31,"7,186","Smart-seq2","Primary, Metastatic","30388455","B, CD4Tconv, CD8Tex, Endothelial, Fibroblasts, Malignant, Mono/Macro, NK, Tprolif","B, CD4Tn, CD8Tex, Endothelial, Fibroblasts, Malignant, Monocyte, NK, pDC, Tprolif","Immune cells, Malignant cells, Stromal cells",TRUE,250.2,NA,"31 mins","",NA,7186,"GSE115978","SKCM",FALSE,"",NA,"7589664_55","array_7589664_55.out","SKCM_GSE115978_aPD1","found","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","1:00","0:00:21",NA,NA,"24000M","00:15.6",NA,NA,NA,NA,NA,"7724024_55",7724024,"array",24,"FAILED","0:00:19","48000M","billing=2+","00:15.5",912,"FAILED FAILED COMPLETED","48000M  ","billing=2+  "," cpu=00:00:15 cpu=00:00:00"," fs/disk=0 fs/disk=2332"," mem=0 mem=0"," vmem=12K vmem=0",NA,NA,NA,NA
"AML_GSE147989",56,"T010004","Human","Targeted therapy",2,"7,389","10x Genomics","Primary","32601337","HSC","HSC","HSC",FALSE,139.5,NA,NA,"",NA,7389,"GSE147989","AML",FALSE,"",NA,"7589664_56","array_7589664_56.out","AML_GSE147989","7389","14.75166646","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:14:49",NA,NA,"24000M","14:47.7","43M","6-Aug","15:51","AML_GSE147989.pipeline.h5","COMPLETED","7724024_56",7724024,"array",24,"COMPLETED","0:06:42","48000M","billing=2+","06:53.6",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:06:54 cpu=00:00:00"," fs/disk=984578379 fs/disk=2332"," mem=11314944K mem=0"," vmem=12481016K vmem=0","AML_GSE147989.secondStage.h5","49M","AML_GSE147989.secondStage.h5","yes"
"MM_GSE154763",57,"T020129","Human","None",4,"7,619","10x Genomics","Primary","33545035","DC, Mono/Macro, pDC","DC, Mono/Macro, pDC","Immune cells",FALSE,129.6,NA,NA,"",NA,7619,"GSE154763","MM",FALSE,"",NA,"7589664_57","array_7589664_57.out","MM_GSE154763","7619","16.69749099","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:16:46",NA,NA,"24000M","16:47.1","50M","6-Aug","15:52","MM_GSE154763.pipeline.h5","COMPLETED","7724024_57",7724024,"array",24,"COMPLETED","0:07:40","48000M","billing=2+","07:51.9",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:07:51 cpu=00:00:00"," fs/disk=1021619339 fs/disk=2332"," mem=10647536K mem=0"," vmem=11839388K vmem=0","MM_GSE154763.secondStage.h5","61M","MM_GSE154763.secondStage.h5","yes"
"ESCA_GSE154763",58,"T020101","Human","None",7,"7,673","10x Genomics","Primary","33545035","DC, Mast, Mono/Macro, pDC","DC, Mast, Mono/Macro, pDC","Immune cells",FALSE,128.7,NA,NA,"",NA,7673,"GSE154763","ESCA",FALSE,"",NA,"7589664_58","array_7589664_58.out","ESCA_GSE154763","7673","17.82055042","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:17:53",NA,NA,"24000M","17:54.4","52M","6-Aug","15:51","ESCA_GSE154763.pipeline.h5","COMPLETED","7724024_58",7724024,"array",24,"COMPLETED","0:07:46","48000M","billing=2+","07:59.9",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:07:59 cpu=00:00:00"," fs/disk=1025871133 fs/disk=2332"," mem=10567976K mem=0"," vmem=11768440K vmem=0","ESCA_GSE154763.secondStage.h5","64M","ESCA_GSE154763.secondStage.h5","yes"
"MB_GSE119926",59,"T010049","Human","None",25,"7,745","Smart-seq2","Primary, Metastatic","31341285","0","0","Malignant cells",FALSE,0,NA,NA,"37.81",NA,7745,"GSE119926","MB",TRUE,"",NA,"7589664_59","array_7589664_59.out","MB_GSE119926","7745","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","1:00","0:34:13",NA,NA,"24000M","34:19.5","167M","6-Aug","15:52","MB_GSE119926.pipeline.h5","COMPLETED","7724024_59",7724024,"array",24,"COMPLETED","0:12:38","48000M","billing=2+","12:56.6",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:12:57 cpu=00:00:00"," fs/disk=1317958695 fs/disk=2332"," mem=13645736K mem=0"," vmem=15552920K vmem=0","MB_GSE119926.secondStage.h5","197M","MB_GSE119926.secondStage.h5","yes"
"SKCM_GSE166181_aPD1",60,"T020180","Human","Immunotherapy",20,"7,746","ddSeq","Metastatic","33723257","CD8T, Tprolif","CD8T, Tprolif","Immune cells, Stromal cells",FALSE,48.3,NA,NA,"",NA,7746,"GSE166181","SKCM",FALSE,"",NA,"7589664_60","array_7589664_60.out","SKCM_GSE166181_aPD1","7746","17.09683119","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:17:10",NA,NA,"24000M","17:05.1","16M","6-Aug","15:52","SKCM_GSE166181_aPD1.pipeline.h5","COMPLETED","7724024_60",7724024,"array",24,"COMPLETED","0:04:49","48000M","billing=2+","04:51.0",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:04:50 cpu=00:00:00"," fs/disk=0 fs/disk=2332"," mem=4666156K mem=0"," vmem=5607292K vmem=0","SKCM_GSE166181_aPD1.secondStage.h5","19M","SKCM_GSE166181_aPD1.secondStage.h5","yes"
"Glioma_GSE131928_Smartseq2",61,"T010031","Human","None",28,"7,930","Smart-seq2","Primary","31327527","AC-like Malignant, CD8Tex, MES-like Malignant, Mono/Macro, NPC-like Malignant, Oligodendrocyte, OPC-like Malignant","AC-like Malignant, CD8Tex, M1, MES-like Malignant, NPC-like Malignant, Oligodendrocyte, OPC-like Malignant","Immune cells, Malignant cells, Others",FALSE,358.9,NA,NA,"36.00858276",NA,7930,"GSE131928","Glioma",FALSE,"",NA,"7589680_61","array_7589680_61.out","Glioma_GSE131928_Smartseq2","7930","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","1:00","0:35:56",NA,NA,"24000M","36:04.5","202M","6-Aug","15:51","Glioma_GSE131928_Smartseq2.pipeline.h5","COMPLETED","7724024_61",7724024,"array",24,"COMPLETED","0:14:17","48000M","billing=2+","14:46.7",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:14:46 cpu=00:00:00"," fs/disk=1354915486 fs/disk=2332"," mem=17085544K mem=0"," vmem=19250540K vmem=0","Glioma_GSE131928_Smartseq2.secondStage.h5","227M","Glioma_GSE131928_Smartseq2.secondStage.h5","yes"
"Glioma_GSE163108_Smartseq2",62,"T020109","Human","None",26,"8,244","Smart-seq2","Primary","33592174","CD4Tconv, CD8T, Treg","CD4Tconv, CD8T, Treg","Immune cells",FALSE,157.2,NA,NA,"28.22",NA,8244,"GSE163108","Glioma",FALSE,"",NA,"7589680_62","array_7589680_62.out","Glioma_GSE163108_Smartseq2","8244","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","1:00","0:25:59",NA,NA,"24000M","26:03.6","84M","6-Aug","15:51","Glioma_GSE163108_Smartseq2.pipeline.h5","COMPLETED","7724024_62",7724024,"array",24,"COMPLETED","0:07:26","48000M","billing=2+","07:34.9",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:07:35 cpu=00:00:00"," fs/disk=1030678729 fs/disk=2332"," mem=8211172K mem=0"," vmem=9612764K vmem=0","Glioma_GSE163108_Smartseq2.secondStage.h5","91M","Glioma_GSE163108_Smartseq2.secondStage.h5","yes"
"PBMC_8K",63,"T010070","Human","None",1,"8,488","10x Genomics","Normal","None","B, CD4Tconv, CD8T, DC, Mono/Macro, NK","B, CD4Tn, CD8Tcm, CD8Teff, CD8Tn, cDC2, M1, Monocyte, NK, pDC, Th17","Immune cells",FALSE,105.6,NA,NA,"",NA,8488,"8K","PBMC",FALSE,"",NA,"7589680_63","array_7589680_63.out","PBMC_8K","8488","20.54642694","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:20:37",NA,NA,"24000M","20:40.8","44M","6-Aug","15:52","PBMC_8K.pipeline.h5","COMPLETED","7724024_63",7724024,"array",24,"COMPLETED","0:07:13","48000M","billing=2+","07:24.4",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:07:23 cpu=00:00:00"," fs/disk=1018140054 fs/disk=2332"," mem=10550220K mem=0"," vmem=11755136K vmem=0","PBMC_8K.secondStage.h5","54M","PBMC_8K.secondStage.h5","yes"
"PRAD_GSE137829",64,"T020166","Human","None",6,"8,640","10x Genomics","Primary","33328604","B, CD8Tex, Endothelial, Epithelial, Fibroblasts, Malignant, Mast, Mono/Macro, Myofibroblasts, Plasma","B, CD8Tex, Endothelial, Epithelial, Fibroblasts, M1, Malignant, Mast, Myofibroblasts, Plasma","Immune cells, Malignant cells, Stromal cells",TRUE,580,NA,NA,"",NA,8640,"GSE137829","PRAD",FALSE,"",NA,"7589680_64","array_7589680_64.out","PRAD_GSE137829","25436","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:14:14",NA,NA,"24000M","1:14:15","226M","16-Aug","15:29","PRAD_GSE137829.pipeline.h5","COMPLETED","7724024_64",7724024,"array",24,"COMPLETED","0:25:55","48000M","billing=2+","27:17.7",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:27:18 cpu=00:00:00"," fs/disk=2218810684 fs/disk=2332"," mem=31403388K mem=0"," vmem=35548524K vmem=0","PRAD_GSE137829.secondStage.h5","282M","PRAD_GSE137829.secondStage.h5","yes"
"UCEC_GSE154763",65,"T020186","Human","None",9,"8,808","10x Genomics","Primary","33545035","DC, Mast, Mono/Macro, pDC","DC, Mast, Mono/Macro, pDC","Immune cells",FALSE,159.1,NA,NA,"",NA,8808,"GSE154763","UCEC",FALSE,"",NA,"7589680_65","array_7589680_65.out","UCEC_GSE154763","8808","20.5758077","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:20:39",NA,NA,"24000M","20:42.9","63M","6-Aug","15:52","UCEC_GSE154763.pipeline.h5","COMPLETED","7724024_65",7724024,"array",24,"COMPLETED","0:09:17","48000M","billing=2+","09:33.6",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:09:34 cpu=00:00:00"," fs/disk=1100322651 fs/disk=2332"," mem=8192884K mem=0"," vmem=9633316K vmem=0","UCEC_GSE154763.secondStage.h5","77M","UCEC_GSE154763.secondStage.h5","yes"
"NB_GSE154037",66,"T020133","Human","None",3,"9,008","10x Genomics","Primary","33046868","NKT","NKT","Stromal cells",FALSE,130.8,NA,NA,"",NA,9008,"GSE154037","NB",FALSE,"",NA,"7589680_66","array_7589680_66.out","NB_GSE154037","9008","21.08192938","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:21:09",NA,NA,"24000M","21:11.4","37M","6-Aug","15:52","NB_GSE154037.pipeline.h5","COMPLETED","7724024_66",7724024,"array",24,"COMPLETED","0:06:03","48000M","billing=2+","06:07.4",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:06:07 cpu=00:00:00"," fs/disk=994845478 fs/disk=2332"," mem=10848332K mem=0"," vmem=12158228K vmem=0","NB_GSE154037.secondStage.h5","40M","NB_GSE154037.secondStage.h5","yes"
"SS_GSE131309_10X",67,"T020172","Human","None",3,"9,205","10x Genomics","Primary","33495604","Endothelial, Fibroblasts, Malignant, Mono/Macro","Endothelial, Fibroblasts, Malignant, Mono/Macro","Immune cells, Malignant cells, Stromal cells",TRUE,212.2,NA,NA,"",NA,9205,"GSE131309","SS",FALSE,"",NA,"7589680_67","array_7589680_67.out","SS_GSE131309_10X","9205","28.81581469","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:28:53",NA,NA,"24000M","29:00.4","75M","6-Aug","15:52","SS_GSE131309_10X.pipeline.h5","COMPLETED","7724024_67",7724024,"array",24,"COMPLETED","0:11:19","48000M","billing=2+","11:47.1",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:11:47 cpu=00:00:00"," fs/disk=1172305577 fs/disk=2332"," mem=14331408K mem=0"," vmem=15905324K vmem=0","SS_GSE131309_10X.secondStage.h5","91M","SS_GSE131309_10X.secondStage.h5","yes"
"ESCA_GSE173950",68,"T020103","Human","Targeted therapy",22,"9,544","Drop-seq","Primary","None","B, CD4Tconv, CD8T, DC, Endothelial, Epithelial, Fibroblasts, Mast, Mono/Macro, Myofibroblasts, Plasma, Tprolif","B, CD8Teff, CD8Tem, cDC1, Endothelial, Epithelial, Fibroblasts, Mast, Mono/Macro, Monocyte, Myofibroblasts, Plasma, Th1, Tprolif","Immune cells, Stromal cells",TRUE,109.4,NA,NA,"",NA,9544,"GSE173950","ESCA",FALSE,"",NA,"7589680_68","array_7589680_68.out","ESCA_GSE173950","9544","28.40574179","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:28:28",NA,NA,"24000M","28:33.6","67M","6-Aug","15:51","ESCA_GSE173950.pipeline.h5","COMPLETED","7724024_68",7724024,"array",24,"COMPLETED","0:08:42","48000M","billing=2+","08:57.9",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:08:57 cpu=00:00:00"," fs/disk=1201513263 fs/disk=2332"," mem=6014260K mem=0"," vmem=7385340K vmem=0","ESCA_GSE173950.secondStage.h5","104M","ESCA_GSE173950.secondStage.h5","yes"
"PAAD_GSE165399",69,"T020162","Human","None",3,"9,569","GEXSCOPETM","Primary","34326696","Acinar, B, Ductal, Endothelial, Fibroblast, Malignant, Mono/Macro, Plasma, Stellate, Tprolif","Acinar, B, Ductal, Endothelial, Fibroblast, Malignant, Mono/Macro, Plasma, Stellate, Tprolif","Immune cells, Malignant cells, Others, Stromal cells",TRUE,129.8,NA,NA,"",NA,9569,"GSE165399","PAAD",FALSE,"",NA,"7589680_69","array_7589680_69.out","PAAD_GSE165399","9569","27.29336744","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:27:21",NA,NA,"24000M","27:27.9","67M","6-Aug","15:52","PAAD_GSE165399.pipeline.h5","COMPLETED","7724024_69",7724024,"array",24,"COMPLETED","0:09:17","48000M","billing=2+","09:35.0",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:09:36 cpu=00:00:00"," fs/disk=1157360741 fs/disk=2332"," mem=5639756K mem=0"," vmem=6856060K vmem=0","PAAD_GSE165399.secondStage.h5","95M","PAAD_GSE165399.secondStage.h5","yes"
"AML_GSE154109",70,"T020085","Human","None",8,"9,623","10x Genomics","Primary","32692727","B, CD8T, CD8Tex, EryPro, Malignant, Mono/Macro","B, CD8Tem, CD8Tex, cDC1, EryPro, M1, Malignant, Monocyte","Immune cells, Malignant cells",FALSE,181.2,NA,NA,"",NA,9623,"GSE154109","AML",FALSE,"",NA,"7589680_70","array_7589680_70.out","AML_GSE154109","10799","26.5593673","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:26:38",NA,NA,"24000M","26:44.6","79M","6-Aug","15:51","AML_GSE154109.pipeline.h5","COMPLETED","7724024_70",7724024,"array",24,"COMPLETED","0:10:00","48000M","billing=2+","10:18.5",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:10:19 cpu=00:00:00"," fs/disk=1227470024 fs/disk=2332"," mem=6188612K mem=0"," vmem=7460196K vmem=0","AML_GSE154109.secondStage.h5","103M","AML_GSE154109.secondStage.h5","yes"
"SKCM_GSE179373",71,"T020181","Human","None",2,"9,690","10x Genomics/CITE-seq","Metastatic","35584630","CD8T, CD8Tex, NK, TProlif","CD8T, CD8Tex, NK, TProlif","Immune cells, Stromal cells",FALSE,132.3,NA,NA,"",NA,9690,"GSE179373","SKCM",TRUE,"",NA,"7589699_71","array_7589699_71.out","SKCM_GSE179373","9690","26.24769102","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:26:19",NA,NA,"24000M","26:22.9","49M","6-Aug","15:52","SKCM_GSE179373.pipeline.h5","COMPLETED","7724024_71",7724024,"array",24,"COMPLETED","0:08:51","48000M","billing=2+","09:07.8",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:09:07 cpu=00:00:00"," fs/disk=1044102999 fs/disk=2332"," mem=7433012K mem=0"," vmem=8826184K vmem=0","SKCM_GSE179373.secondStage.h5","58M","SKCM_GSE179373.secondStage.h5","yes"
"MF_GSE165623",72,"T020135","Human","None",1,"9,753","10x Genomics","Primary","33968070","B, CD4Tconv, CD8T, DC, Endothelial, Fibroblasts, Keratinocytes, Malignant, Mono/Macro, Myofibroblasts, Neutrophils","B, CD4Tconv, CD8T, DC, Endothelial, Fibroblasts, Keratinocytes, Malignant, Mono/Macro, Myofibroblasts, Neutrophils","Immune cells, Malignant cells, Stromal cells",TRUE,140.9,NA,NA,"",NA,9753,"GSE165623","MF",FALSE,"",NA,"7589699_72","array_7589699_72.out","MF_GSE165623","found","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","1:00","0:00:17",NA,NA,"24000M","00:14.2","69M","16-Aug","15:29","MF_GSE165623.pipeline.h5","COMPLETED","7724024_72",7724024,"array",24,"COMPLETED","0:09:19","48000M","billing=2+","09:36.0",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:09:36 cpu=00:00:00"," fs/disk=1160380355 fs/disk=2332"," mem=5893096K mem=0"," vmem=7423376K vmem=0","MF_GSE165623.secondStage.h5","92M","MF_GSE165623.secondStage.h5","yes"
"OV_GSE147082",73,"T020151","Human","Immunotherapy",6,"9,796","Drop-seq","Metastatic","34038734","B, CD4Tconv, CD8T, Endothelial, Fibroblasts, Malignant, Mono/Macro, Myofibroblasts, Plasma, Tprolif","B, CD4Tconv, CD8T, Endothelial, Fibroblasts, Malignant, Mono/Macro, Myofibroblasts, Plasma, Tprolif","Immune cells, Malignant cells, Stromal cells",TRUE,156.7,NA,NA,"",NA,9796,"GSE147082","OV",FALSE,"",NA,"7589699_73","array_7589699_73.out","OV_GSE147082","9796","33.16771373","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:33:14",NA,NA,"24000M","33:21.1","88M","6-Aug","15:52","OV_GSE147082.pipeline.h5","COMPLETED","7724024_73",7724024,"array",24,"COMPLETED","0:10:38","48000M","billing=2+","11:05.1",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:11:05 cpu=00:00:00"," fs/disk=1303152295 fs/disk=2332"," mem=10713724K mem=0"," vmem=12385432K vmem=0","OV_GSE147082.secondStage.h5","132M","OV_GSE147082.secondStage.h5","yes"
"CRC_GSE139555",74,"T010025","Human","None",2,"10,112","10x Genomics","Primary","32103181","B, CD4Tconv, CD8T, CD8Tex, Mast, Mono/Macro, Myofibroblasts, NK, Plasma, Tprolif, Treg","B, CD4Tn, CD8Tcm, CD8Tex, Mast, Monocyte, Myofibroblasts, NK, Plasma, Th17, Tprolif, Treg","Immune cells, Stromal cells",FALSE,104.4,NA,NA,"",NA,10112,"GSE139555","CRC",FALSE,"",NA,"7589699_74","array_7589699_74.out","CRC_GSE139555","10112","23.10871941","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:23:11",NA,NA,"24000M","23:12.2","49M","6-Aug","15:51","CRC_GSE139555.pipeline.h5","COMPLETED","7724024_74",7724024,"array",24,"COMPLETED","0:08:05","48000M","billing=2+","08:15.9",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:08:16 cpu=00:00:00"," fs/disk=1105581723 fs/disk=2332"," mem=8104596K mem=0"," vmem=9479400K vmem=0","CRC_GSE139555.secondStage.h5","63M","CRC_GSE139555.secondStage.h5","yes"
"MCC_GSE117988_aPD1aCTLA4",75,"T010050","Human","Immunotherapy",1,"10,134","10x Genomics","Metastatic","30250229","0","0","Immune cells, Malignant cells, Stromal cells",FALSE,0,NA,NA,"",NA,10134,"GSE117988","MCC",FALSE,"",NA,"7589699_75","array_7589699_75.out","MCC_GSE117988_aPD1aCTLA4","10148","29.9539253","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:30:02",NA,NA,"24000M","30:06.1","53M","6-Aug","15:52","MCC_GSE117988_aPD1aCTLA4.pipeline.h5","COMPLETED","7724024_75",7724024,"array",24,"COMPLETED","0:08:11","48000M","billing=2+","08:30.7",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:08:30 cpu=00:00:00"," fs/disk=1078685426 fs/disk=2332"," mem=9561992K mem=0"," vmem=10983160K vmem=0","MCC_GSE117988_aPD1aCTLA4.secondStage.h5","64M","MCC_GSE117988_aPD1aCTLA4.secondStage.h5","yes"
"BRCA_GSE148673",76,"T020089","Human","None",6,"10,359","10x Genomics","Primary","33462507","B, CD4Tconv, CD8T, Endothelial, Epithelial, Fibroblasts, Malignant, Mono/Macro, Tprolif","B, CD4Tconv, CD8T, Endothelial, Epithelial, Fibroblasts, Malignant, Mono/Macro, Tprolif","Immune cells, Malignant cells, Stromal cells",TRUE,324.8,NA,NA,"",NA,10359,"GSE148673","BRCA",FALSE,"",NA,"7589699_76","array_7589699_76.out","BRCA_GSE148673","10359","33.41337121","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:33:29",NA,NA,"24000M","33:42.8","134M","6-Aug","15:51","BRCA_GSE148673.pipeline.h5","COMPLETED","7724024_76",7724024,"array",24,"COMPLETED","0:13:19","48000M","billing=2+","13:58.1",912,"COMPLETED COMPLETED COMPLETED","48000M  ","billing=2+  "," cpu=00:13:57 cpu=00:00:00"," fs/disk=1424412147 fs/disk=2332"," mem=17091436K mem=0"," vmem=18985736K vmem=0","BRCA_GSE148673.secondStage.h5","173M","BRCA_GSE148673.secondStage.h5","yes"
