,Dataset.Name,X,dataset.index,ID,Species,Treatment,Patients,Cells,Platform,Pri...Meta,PMID,major.cts,minor.cts,endo.ist,folder_size,ISCVAM_simple,pipeline_interactively,pipeline_without_targets_HPC,pipeline_without_targets_Mac,Number_of_cells,gse_only,cancer.type,glioma.in.gaby,notes,running.time.job.array,JobID,outputFile.name,dataset.name,numb.of.cells,running.time,JobName,Partition,Account,AllocCPUS,State,ExitCode,Elapsed,MaxRSS,MaxVMSize,ReqMem,TotalCPU,file.size,date.modification,time.modification,file.name,State_h5,in_df_name,name,path
70,HB_GSE180665,158,157,T020125,Human,,3.0,"46,486",10x Genomics,Primary,34497364.0,"Endothelial, Hepatocytes, Kupffer, Malignant, Stellate","Endothelial, Hepatocytes, Kupffer, Malignant, Stellate",True,1047.3,,,,,46486,GSE180665,HB,False,,,7604923_157,array_7604923_157.out,157,26821,not_complete,array,ychen-sha+,ychen-rw,1.0,FAILED,1:00,1:43:02,,,100G,1:42:52,338M,9-Aug,14:55,HB_GSE180665.pipeline.h5,COMPLETED,True,HB_GSE180665.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/HB_GSE180665.pipeline.h5
71,HNSC_GSE103322,45,45,T010040,Human,,18.0,"5,902",Smart-seq2,Primary,29198524.0,"CD4Tconv, CD8T, CD8Tex, Endothelial, Fibroblasts, Malignant, Mast, Mono/Macro, Myocyte, Myofibroblasts, Plasma","CD4Tn, CD8Tcm, CD8Tex, Endothelial, Fibroblasts, M1, Malignant, Mast, Myocyte, Myofibroblasts, Plasma",True,206.1,,,,,5902,GSE103322,HNSC,False,,,7588117_45,array_7588117_45.out,HNSC_GSE103322,5902,28.6044581333796,array,ychen-sha+,ychen-rw,12.0,COMPLETED,0:00,0:28:41,,,24000M,28:45.8,136M,6-Aug,15:51,HNSC_GSE103322.pipeline.h5,COMPLETED,True,HNSC_GSE103322.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/HNSC_GSE103322.pipeline.h5
72,HNSC_GSE139324,186,184,T010041,Human,,26.0,"130,721",10x Genomics,Primary,31924475.0,"B, CD4Tconv, CD8T, CD8Tex, DC, Mast, Mono/Macro, NK, Plasma, Tprolif, Treg","B, CD4Tn, CD8Teff, CD8Tem, CD8Tex, CD8Tn, cDC2, M1, M2, Mast, Monocyte, NK, pDC, Plasma, Tfh, Tprolif, Treg",False,1429.1,,,,,130721,GSE139324,HNSC,False,,,,,,,,,,,,,,,,,,,464M,14-Aug,18:07,HNSC_GSE139324.pipeline.h5,COMPLETED,True,HNSC_GSE139324.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/HNSC_GSE139324.pipeline.h5
73,HNSC_GSE180268,164,162,T020114,Human,,6.0,"53,660",10x Genomics,"Primary, Metastatic",34471285.0,CD8T,CD8T,False,738.4,,,,,53660,GSE180268,HNSC,False,,,7599437_162,array_7599437_162.out,HNSC_GSE180268,53660,not_complete,array,ychen-sha+,ychen-rw,12.0,FAILED,9:00,1:54:45,,,24000M,1:54:37,222M,9-Aug,14:55,HNSC_GSE180268.pipeline.h5,COMPLETED,True,HNSC_GSE180268.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/HNSC_GSE180268.pipeline.h5
74,KICH_GSE159115,11,11,T020115,Human,,1.0,"2,850",10x Genomics,Primary,34099557.0,"CD8Tex, Endothelial, Malignant, Mono/Macro, Pericytes","CD8Tex, Endothelial, Malignant, Mono/Macro, Pericytes",True,74.8,,,,,2850,GSE159115,KICH,False,,,7587776_11,array_7587776_11.out,KICH_GSE159115,2850,9.91747359832128,array,ychen-sha+,ychen-rw,12.0,COMPLETED,0:00,0:09:59,,,24000M,09:59.7,42M,6-Aug,15:51,KICH_GSE159115.pipeline.h5,COMPLETED,True,KICH_GSE159115.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/KICH_GSE159115.pipeline.h5
75,KIPAN_GSE154763,134,134,T020116,Human,,6.0,"28,930",10x Genomics,Primary,33545035.0,"DC, Mast, Mono/Macro","DC, Mast, Mono/Macro",False,498.9,,,,,28930,GSE154763,KIPAN,False,,,7594525_134,array_7594525_134.out,KIPAN_GSE154763,28930,not_complete,array,ychen-sha+,ychen-rw,12.0,FAILED,9:00,0:49:15,,,24000M,49:15.5,169M,16-Aug,15:29,KIPAN_GSE154763.pipeline.h5,COMPLETED,True,KIPAN_GSE154763.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/KIPAN_GSE154763.pipeline.h5
76,KIPAN_GSE159913,107,107,T020117,Human,,2.0,"15,477",10x Genomics,Primary,33264598.0,"DC, Epithelial, Mono/Macro, NK","DC, Epithelial, Mono/Macro, NK",False,179.4,,,,,15477,GSE159913,KIPAN,False,,,7592404_107,array_7592404_107.out,KIPAN_GSE159913,15477,28.7015191793442,array,ychen-sha+,ychen-rw,12.0,COMPLETED,0:00,0:28:46,,,24000M,28:59.2,69M,6-Aug,15:51,KIPAN_GSE159913.pipeline.h5,COMPLETED,True,KIPAN_GSE159913.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/KIPAN_GSE159913.pipeline.h5
77,KIRC_GSE111360,122,122,T010042,Human,,2.0,"23,130",10x Genomics,Primary,30550791.0,"B, CD4Tconv, CD8T, CD8Tex, DC, Fibroblasts, Mast, Mono/Macro, NK, Plasma, Tprolif, Treg","B, CD8Teff, CD8Tex, cDC2, Fibroblasts, M1, M2, Mast, Monocyte, NK, Plasma, Th1, Th17, Tprolif, Treg",False,485.2,,,,,23130,GSE111360,KIRC,False,,,7594515_122,array_7594515_122.out,KIRC_GSE111360,23130,not_complete,array,ychen-sha+,ychen-rw,12.0,FAILED,9:00,0:49:07,,,24000M,49:04.2,176M,16-Aug,15:29,KIRC_GSE111360.pipeline.h5,COMPLETED,True,KIRC_GSE111360.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/KIRC_GSE111360.pipeline.h5
78,KIRC_GSE121636,141,141,T020118,Human,,3.0,"33,441",10x Genomics,Primary,33504936.0,"B, CD4Tconv, CD8T, CD8Tex, DC, Mono/Macro, NK, Plasma, Tprolif, Treg","B, CD4Tn, CD8Teff, CD8Tem, CD8Tex, CD8Tn, cDC1, M1, Monocyte, NK, pDC, Plasma, Tprolif, Treg",False,363.6,,,,,33441,GSE121636,KIRC,False,,,7594530_141,array_7594530_141.out,KIRC_GSE121636,25681,1.61675511101882,array,redwood-s+,owner-gue+,12.0,COMPLETED,0:00,1:37:12,,,125G,1:38:09,139M,6-Aug,15:51,KIRC_GSE121636.pipeline.h5,COMPLETED,True,KIRC_GSE121636.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/KIRC_GSE121636.pipeline.h5
79,KIRC_GSE139555,162,160,T010043,Human,,3.0,"49,907",10x Genomics,Primary,32103181.0,"B, CD4Tconv, CD8T, CD8Tex, DC, Endothelial, Mast, Mono/Macro, NK, Plasma, Tprolif","B, CD4Teff, CD4Tn, CD8Teff, CD8Tex, cDC1, Endothelial, M1, M2, Mast, Monocyte, NK, pDC, Plasma, Th1, Tprolif",True,470.4,,,,,49907,GSE139555,KIRC,False,,,7599432_160,array_7599432_160.out,KIRC_GSE139555,49907,not_complete,array,ychen-sha+,ychen-rw,12.0,FAILED,9:00,1:20:00,,,24000M,1:19:50,174M,9-Aug,14:55,KIRC_GSE139555.pipeline.h5,COMPLETED,True,KIRC_GSE139555.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/KIRC_GSE139555.pipeline.h5
80,KIRC_GSE145281_aPDL1,155,155,T010044,Human,Immunotherapy,4.0,"44,220",10x Genomics,Metastatic,32405063.0,"B, CD4Tconv, CD8T, DC, Mast, Mono/Macro, NK, Plasma, Tprolif","B, CD4Tn, CD8Teff, CD8Tn, cDC2, M1, M2, Mast, Monocyte, NK, Plasma, Th1, Tprolif",False,420.7,,,,,44220,GSE145281,KIRC,False,,,7594808_155,array_7594808_155.out,KIRC_GSE145281_aPDL1,44220,2.26592738913165,array,redwood-s+,owner-gue+,12.0,COMPLETED,0:00,2:16:08,,,125G,2:17:59,159M,6-Aug,15:51,KIRC_GSE145281_aPDL1.pipeline.h5,COMPLETED,True,KIRC_GSE145281_aPDL1.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/KIRC_GSE145281_aPDL1.pipeline.h5
81,KIRC_GSE159115,131,131,T020119,Human,,8.0,"27,669",10x Genomics,Primary,34099557.0,"CD8T, Endothelial, Epithelial, Erythroblasts, Malignant, Mono/Macro, Pericytes, Plasma","CD8T, Endothelial, Epithelial, Erythroblasts, Malignant, Mono/Macro, Pericytes, Plasma",True,526.0,,,,,27669,GSE159115,KIRC,False,,,7594525_131,array_7594525_131.out,KIRC_GSE159115,27669,not_complete,array,ychen-sha+,ychen-rw,12.0,FAILED,9:00,1:10:13,,,24000M,1:10:11,210M,16-Aug,15:29,KIRC_GSE159115.pipeline.h5,COMPLETED,True,KIRC_GSE159115.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/KIRC_GSE159115.pipeline.h5
82,KIRC_GSE171306,88,88,T020120,Human,,2.0,"11,427",10x Genomics,Primary,34168986.0,"CD4Tconv, CD8T, Endothelial, Fibroblasts, Malignant, Mast, Mono/Macro, Neutrophils, NK, Tprolif","CD4Tconv, CD8T, Endothelial, Fibroblasts, Malignant, Mast, Mono/Macro, Neutrophils, NK, Tprolif",True,212.5,,,,,11427,GSE171306,KIRC,False,,,7589709_88,array_7589709_88.out,KIRC_GSE171306,11427,32.9911798318227,array,ychen-sha+,ychen-rw,12.0,COMPLETED,0:00,0:33:02,,,24000M,33:11.9,94M,6-Aug,15:52,KIRC_GSE171306.pipeline.h5,COMPLETED,True,KIRC_GSE171306.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/KIRC_GSE171306.pipeline.h5
83,LIHC_GSE125449_aPDL1aCTLA4,22,22,T010045,Human,Immunotherapy,9.0,"3,834",10x Genomics,Primary,31588021.0,"B, CD8Tex, Endothelial, Fibroblasts, Hepatic progenitor, Malignant, Mono/Macro, Plasma","B, CD8Tex, Endothelial, Fibroblasts, Hepatic progenitor, M1, Malignant, Plasma",True,65.4,,,,,3834,GSE125449,LIHC,False,,,7587837_22,array_7587837_22.out,LIHC_GSE125449_aPDL1aCTLA4,3835,16.3177862445513,array,ychen-sha+,ychen-rw,12.0,COMPLETED,0:00,0:16:23,,,24000M,16:26.2,55M,6-Aug,15:52,LIHC_GSE125449_aPDL1aCTLA4.pipeline.h5,COMPLETED,True,LIHC_GSE125449_aPDL1aCTLA4.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/LIHC_GSE125449_aPDL1aCTLA4.pipeline.h5
84,LIHC_GSE140228_10X,170,168,T010046,Human,,5.0,"62,530",10x Genomics,Primary,31675496.0,"B, CD4Tconv, CD8T, CD8Tex, DC, ILC, Mast, Mono/Macro, NK, Plasma, Tprolif, Treg","B, CD4Tn, CD8Tcm, CD8Teff, CD8Tex, cDC1, ILC, M1, MAIT, Mast, Monocyte, NK, Plasma, Tprolif, Treg",False,652.1,,,,,62530,GSE140228,LIHC,False,,,7599437_168,array_7599437_168.out,LIHC_GSE140228_10X,61690,not_complete,array,ychen-sha+,ychen-rw,12.0,FAILED,9:00,2:00:00,,,24000M,1:59:54,255M,9-Aug,14:55,LIHC_GSE140228_10X.pipeline.h5,COMPLETED,True,LIHC_GSE140228_10X.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/LIHC_GSE140228_10X.pipeline.h5
85,LIHC_GSE140228_Smartseq2,53,53,T010047,Human,,6.0,"7,074",Smart-seq2,Primary,31675496.0,"B, CD4Tconv, CD8Tex, DC, ILC, Mast, Mono/Macro, NK, Plasma, Tprolif","B, CD4Tn, CD8Tex, cDC2, ILC, M2, Mast, Monocyte, NK, Plasma, Tprolif",False,236.7,,,,,7074,GSE140228,LIHC,False,,,7589664_53,array_7589664_53.out,LIHC_GSE140228_Smartseq2,7074,26.0601794838905,array,ychen-sha+,ychen-rw,12.0,COMPLETED,0:00,0:26:08,,,24000M,26:12.5,160M,6-Aug,15:52,LIHC_GSE140228_Smartseq2.pipeline.h5,COMPLETED,True,LIHC_GSE140228_Smartseq2.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/LIHC_GSE140228_Smartseq2.pipeline.h5
86,LIHC_GSE146115,16,16,T020121,Human,,4.0,"3,134",C1,Primary,33531041.0,"B, CD8T, Malignant, Mono/Macro, Tprolif","B, CD8T, Malignant, Mono/Macro, Tprolif",False,84.5,,,,,3134,GSE146115,LIHC,False,,,7587776_16,array_7587776_16.out,LIHC_GSE146115,3134,15.1439825733503,array,ychen-sha+,ychen-rw,12.0,COMPLETED,0:00,0:15:12,,,24000M,15:13.8,54M,6-Aug,15:52,LIHC_GSE146115.pipeline.h5,COMPLETED,True,LIHC_GSE146115.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/LIHC_GSE146115.pipeline.h5
87,LIHC_GSE146409,14,14,T020122,Human,,6.0,"2,916",MARS-seq,"Primary, Metastatic",33332768.0,"Endothelial, Epithelial, Fibroblasts, Hepatocytes, Malignant, Mono/Macro","Endothelial, Epithelial, Fibroblasts, Hepatocytes, Malignant, Mono/Macro",True,31.9,,,,,2916,GSE146409,LIHC,False,,,7587776_14,array_7587776_14.out,LIHC_GSE146409,2916,10.1976578672727,array,ychen-sha+,ychen-rw,12.0,COMPLETED,0:00,0:10:15,,,24000M,10:15.5,33M,6-Aug,15:52,LIHC_GSE146409.pipeline.h5,COMPLETED,True,LIHC_GSE146409.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/LIHC_GSE146409.pipeline.h5
88,LIHC_GSE166635,120,120,T020123,Human,,2.0,"22,631",10x Genomics,Primary,33619115.0,"B, CD8T, DC, Endothelial, Epithelial, Fibroblasts, Malignant, Mast, Mono/Macro, Tprolif, Treg","B, CD8Tcm, cDC1, DC, Endothelial, Epithelial, Fibroblasts, M1, M2, Malignant, Mast, Monocyte, Tprolif, Treg",True,461.5,,,,,22631,GSE166635,LIHC,False,,,7592414_120,array_7592414_120.out,LIHC_GSE166635,22631,not_complete,array,ychen-sha+,ychen-rw,12.0,FAILED,9:00,0:52:04,,,24000M,52:04.2,176M,16-Aug,15:29,LIHC_GSE166635.pipeline.h5,COMPLETED,True,LIHC_GSE166635.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/LIHC_GSE166635.pipeline.h5
89,LIHC_GSE179795,9,9,T020124,Human,,1.0,"2,352",10x Genomics,Primary,34340996.0,"CD8T, ILC, Mono/Macro, NK","CD8T, ILC, Mono/Macro, NK",False,26.0,,,,,2352,GSE179795,LIHC,False,,,7587715_9,array_7587715_9.out,LIHC_GSE179795,2352,8.08407189846039,array,ychen-sha+,ychen-rw,12.0,COMPLETED,0:00,0:08:09,,,24000M,08:07.9,13M,6-Aug,15:52,LIHC_GSE179795.pipeline.h5,COMPLETED,True,LIHC_GSE179795.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/LIHC_GSE179795.pipeline.h5
90,LIHC_GSE98638,38,38,T010048,Human,,6.0,"5,059",Smart-seq2,Primary,28622514.0,"CD4Tconv, CD8T, CD8Tex, Others, Tprolif, Treg","CD4Teff, CD4Tn, CD8Tcm, CD8Teff, CD8Tex, MAIT, Others, Tfh, Th1, Th17, Tprolif, Treg",False,144.7,,,,,5059,GSE98638,LIHC,False,,,7588105_38,array_7588105_38.out,LIHC_GSE98638,5059,19.3808309713999,array,ychen-sha+,ychen-rw,12.0,COMPLETED,0:00,0:19:27,,,24000M,19:29.7,79M,6-Aug,15:52,LIHC_GSE98638.pipeline.h5,COMPLETED,True,LIHC_GSE98638.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/LIHC_GSE98638.pipeline.h5
91,LSCC_GSE150321,111,111,T020110,Human,,2.0,"16,869",10x Genomics,Primary,32638385.0,"B, CD4Tconv, CD8Tex, DC, Endothelial, Epithelial, Fibroblasts, Malignant, Mast, Mono/Macro, Myofibroblasts, Tprolif, Treg","B, CD8Tex, Endothelial, Epithelial, Fibroblasts, M1, M2, Malignant, Mast, Myofibroblasts, pDC, Th1, Tprolif, Treg",True,156.8,,,,,16869,GSE150321,LSCC,False,,,7592414_111,array_7592414_111.out,LSCC_GSE150321,12687,34.9254509449005,array,ychen-sha+,ychen-rw,12.0,COMPLETED,0:00,0:35:00,,,24000M,35:09.0,79M,6-Aug,15:52,LSCC_GSE150321.pipeline.h5,COMPLETED,True,LSCC_GSE150321.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/LSCC_GSE150321.pipeline.h5
92,MB_GSE119926,59,59,T010049,Human,,25.0,"7,745",Smart-seq2,"Primary, Metastatic",31341285.0,0,0,False,0.0,,,37.81,,7745,GSE119926,MB,True,,,7589664_59,array_7589664_59.out,MB_GSE119926,7745,not_complete,array,ychen-sha+,ychen-rw,12.0,FAILED,1:00,0:34:13,,,24000M,34:19.5,167M,6-Aug,15:52,MB_GSE119926.pipeline.h5,COMPLETED,True,MB_GSE119926.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/MB_GSE119926.pipeline.h5
93,MB_GSE155446,147,147,T020126,Human,,28.0,"37,445",10x Genomics,Primary,34077540.0,"CD8T, Malignant, Mono/Macro, Neutrophils","CD8T, Malignant, Mono/Macro, Neutrophils",False,706.5,,,1hr:42mins:58sec,,37445,GSE155446,MB,False,,,7594682_147,array_7594682_147.out,MB_GSE155446,37445,3.4711421173811,array,redwood-s+,owner-gue+,12.0,COMPLETED,0:00,3:28:27,,,125G,3:30:15,251M,6-Aug,15:52,MB_GSE155446.pipeline.h5,COMPLETED,True,MB_GSE155446.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/MB_GSE155446.pipeline.h5
94,MCC_GSE117988_aPD1aCTLA4,75,75,T010050,Human,Immunotherapy,1.0,"10,134",10x Genomics,Metastatic,30250229.0,0,0,False,0.0,,,,,10134,GSE117988,MCC,False,,,7589699_75,array_7589699_75.out,MCC_GSE117988_aPD1aCTLA4,10148,29.9539252956708,array,ychen-sha+,ychen-rw,12.0,COMPLETED,0:00,0:30:02,,,24000M,30:06.1,53M,6-Aug,15:52,MCC_GSE117988_aPD1aCTLA4.pipeline.h5,COMPLETED,True,MCC_GSE117988_aPD1aCTLA4.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/MCC_GSE117988_aPD1aCTLA4.pipeline.h5
95,MCC_GSE118056_aPDL1,83,83,T010051,Human,Immunotherapy,1.0,"11,024",10x Genomics,Primary,30250229.0,"B, CD4Tconv, CD8T, CD8Tex, DC, Malignant, Mono/Macro, Myofibroblasts, NK","B, CD4Tn, CD8Tcm, CD8Tex, cDC2, M1, Malignant, Monocyte, Myofibroblasts, NK",False,259.9,,,,,11024,GSE118056,MCC,False,,,7589709_83,array_7589709_83.out,MCC_GSE118056_aPDL1,11024,34.6063078641891,array,ychen-sha+,ychen-rw,12.0,COMPLETED,0:00,0:34:41,,,24000M,34:51.8,101M,6-Aug,15:52,MCC_GSE118056_aPDL1.pipeline.h5,COMPLETED,True,MCC_GSE118056_aPDL1.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/MCC_GSE118056_aPDL1.pipeline.h5
96,MF_GSE165623,72,72,T020135,Human,,1.0,"9,753",10x Genomics,Primary,33968070.0,"B, CD4Tconv, CD8T, DC, Endothelial, Fibroblasts, Keratinocytes, Malignant, Mono/Macro, Myofibroblasts, Neutrophils","B, CD4Tconv, CD8T, DC, Endothelial, Fibroblasts, Keratinocytes, Malignant, Mono/Macro, Myofibroblasts, Neutrophils",True,140.9,,,,,9753,GSE165623,MF,False,,,7589699_72,array_7589699_72.out,MF_GSE165623,found,not_complete,array,ychen-sha+,ychen-rw,12.0,FAILED,1:00,0:00:17,,,24000M,00:14.2,69M,16-Aug,15:29,MF_GSE165623.pipeline.h5,COMPLETED,True,MF_GSE165623.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/MF_GSE165623.pipeline.h5
97,MF_GSE173820,24,24,T020137,Human,,1.0,"3,926",10x Genomics,Primary,34018188.0,"CD4Tconv, CD8T, DC, Endothelial, Epithelial, Fibroblasts, Malignant, Mono/Macro, Myofibroblasts","CD4Tconv, CD8T, DC, Endothelial, Epithelial, Fibroblasts, Malignant, Mono/Macro, Myofibroblasts",True,59.4,,,,,3926,GSE173820,MF,False,,,7587837_24,array_7587837_24.out,MF_GSE173820,5270,17.156137963136,array,ychen-sha+,ychen-rw,12.0,COMPLETED,0:00,0:17:13,,,24000M,17:12.5,35M,6-Aug,15:52,MF_GSE173820.pipeline.h5,COMPLETED,True,MF_GSE173820.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/MF_GSE173820.pipeline.h5
98,MM_GSE117156,125,125,T010052,Human,Targeted therapy,14.0,"24,918",MARS-seq,Primary,30523328.0,"CD8T, Malignant, Mono/Macro, Plasma","CD8Tcm, Malignant, Monocyte, Plasma",False,205.6,,,,,24918,GSE117156,MM,False,,,7594515_125,array_7594515_125.out,MM_GSE117156,24918,52.6179933349291,array,ychen-sha+,ychen-rw,12.0,COMPLETED,0:00,0:52:42,,,24000M,52:52.8,98M,6-Aug,15:52,MM_GSE117156.pipeline.h5,COMPLETED,True,MM_GSE117156.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/MM_GSE117156.pipeline.h5
99,MM_GSE141299,110,110,T010053,Human,,7.0,"16,840",10x Genomics,Primary,,Malignant,Malignant,False,268.3,,,,,16840,GSE141299,MM,False,,,7592404_110,array_7592404_110.out,MM_GSE141299,16840,43.1543022155762,array,ychen-sha+,ychen-rw,12.0,COMPLETED,0:00,0:43:13,,,24000M,43:21.7,103M,6-Aug,15:52,MM_GSE141299.pipeline.h5,COMPLETED,True,MM_GSE141299.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/MM_GSE141299.pipeline.h5
100,MM_GSE143317,36,36,T020127,Human,Immunotherapy,1.0,"4,882",10x Genomics,Relapsed,33619368.0,"B, CD4Tconv, CD8T, Erythrocytes, Malignant, Mono/Macro, Neutrophils, NK","B, CD4Tconv, CD8T, Erythrocytes, Malignant, Mono/Macro, Neutrophils, NK",False,137.0,,,,,4882,GSE143317,MM,False,,,7588105_36,array_7588105_36.out,MM_GSE143317,4882,18.0858993172646,array,ychen-sha+,ychen-rw,12.0,COMPLETED,0:00,0:18:09,,,24000M,18:14.5,75M,6-Aug,15:52,MM_GSE143317.pipeline.h5,COMPLETED,True,MM_GSE143317.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/MM_GSE143317.pipeline.h5
101,MM_GSE151310,85,85,T020128,Human,,5.0,"11,201",10x Genomics,"Primary, Relapsed",33278564.0,"CD4Tconv, CD8T, CD8Tex, Tprolif","CD4Tn, CD8Tcm, CD8Teff, CD8Tex, CD8Tn, Tfh, Th1, Th17, Tprolif",False,696.2,,,,,11201,GSE151310,MM,False,,,7589709_85,array_7589709_85.out,MM_GSE151310,55922,not_complete,array,ychen-sha+,ychen-rw,12.0,FAILED,9:00,1:48:01,,,24000M,1:47:54,226M,16-Aug,15:29,MM_GSE151310.pipeline.h5,COMPLETED,True,MM_GSE151310.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/MM_GSE151310.pipeline.h5
102,MM_GSE154763,57,57,T020129,Human,,4.0,"7,619",10x Genomics,Primary,33545035.0,"DC, Mono/Macro, pDC","DC, Mono/Macro, pDC",False,129.6,,,,,7619,GSE154763,MM,False,,,7589664_57,array_7589664_57.out,MM_GSE154763,7619,16.6974909901619,array,ychen-sha+,ychen-rw,12.0,COMPLETED,0:00,0:16:46,,,24000M,16:47.1,50M,6-Aug,15:52,MM_GSE154763.pipeline.h5,COMPLETED,True,MM_GSE154763.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/iscvam_complied_h5/MM_GSE154763.pipeline.h5
103,MM_GSE161801,189,187,T020130,Human,Immunotherapy,20.0,"204,045",10x Genomics,Relapsed,34845188.0,"B, CD8T, DC, Erythroblasts, Malignant, Mono/Macro, NK , Progenitors, Tprolif","B, CD8T, DC, Erythroblasts, Malignant, Mono/Macro, NK , Progenitors, Tprolif",False,2460.7,,,,,204045,GSE161801,MM,False,,,,,,,,,,,,,,,,,,,807M,14-Aug,18:07,MM_GSE161801.pipeline.h5,COMPLETED,True,MM_GSE161801.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/MM_GSE161801.pipeline.h5
104,MM_GSE164551,139,139,T020131,Human,Immunotherapy,1.0,"31,250",10x Genomics,Relapsed,33558511.0,"B, CD4Tconv, CD8T, DC, Erythrocytes, Mono/Macro, NK, Plasma, Tprolif","B, CD4Tconv, CD8T, DC, Erythrocytes, Mono/Macro, NK, Plasma, Tprolif",False,319.8,,,,,31250,GSE164551,MM,False,,,7594525_139,array_7594525_139.out,MM_GSE164551,31250,not_complete,array,ychen-sha+,ychen-rw,12.0,FAILED,9:00,0:53:53,,,24000M,53:55.5,117M,16-Aug,15:29,MM_GSE164551.pipeline.h5,COMPLETED,True,MM_GSE164551.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/MM_GSE164551.pipeline.h5
105,MM_GSE175385,176,174,T020132,Human,,21.0,"79,277",10x Genomics,Primary,34133718.0,"Malignant, Plasma","Malignant, Plasma",False,877.7,,,,,79277,GSE175385,MM,False,,,7599447_174,array_7599447_174.out,MM_GSE175385,79277,not_complete,array,ychen-sha+,ychen-rw,12.0,FAILED,9:00,1:18:33,,,24000M,1:18:17,310M,14-Aug,18:08,MM_GSE175385.pipeline.h5,COMPLETED,True,MM_GSE175385.pipeline,/uufs/chpc.utah.edu/common/home/ychen-group1/ISCVAM_complied_h5/MM_GSE175385.pipeline.h5
