"Dataset.Name","X","dataset.index","ID","Species","Treatment","Patients","Cells","Platform","Pri...Meta","PMID","major.cts","minor.cts","endo.ist","folder_size","ISCVAM_simple","pipeline_interactively","pipeline_without_targets_HPC","pipeline_without_targets_Mac","Number_of_cells","gse_only","cancer.type","glioma.in.gaby","notes","running.time.job.array","JobID","outputFile.name","dataset.name","numb.of.cells","running.time","JobName","Partition","Account","AllocCPUS","State","ExitCode","Elapsed","MaxRSS","MaxVMSize","ReqMem","TotalCPU","file.size","date.modification","time.modification","file.name","State_h5"
"LIHC_GSE140228_Smartseq2",53,53,"T010047","Human","None",6,"7,074","Smart-seq2","Primary","31675496","B, CD4Tconv, CD8Tex, DC, ILC, Mast, Mono/Macro, NK, Plasma, Tprolif","B, CD4Tn, CD8Tex, cDC2, ILC, M2, Mast, Monocyte, NK, Plasma, Tprolif",FALSE,236.7,NA,NA,"",NA,7074,"GSE140228","LIHC",FALSE,"",NA,"7589664_53","array_7589664_53.out","LIHC_GSE140228_Smartseq2","7074","26.0601794838905","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:26:08",NA,NA,"24000M","26:12.5","160M","6-Aug","15:52","LIHC_GSE140228_Smartseq2.pipeline.h5","COMPLETED"
"LIHC_GSE146115",16,16,"T020121","Human","None",4,"3,134","C1","Primary","33531041","B, CD8T, Malignant, Mono/Macro, Tprolif","B, CD8T, Malignant, Mono/Macro, Tprolif",FALSE,84.5,NA,NA,"",NA,3134,"GSE146115","LIHC",FALSE,"",NA,"7587776_16","array_7587776_16.out","LIHC_GSE146115","3134","15.1439825733503","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:15:12",NA,NA,"24000M","15:13.8","54M","6-Aug","15:52","LIHC_GSE146115.pipeline.h5","COMPLETED"
"LIHC_GSE146409",14,14,"T020122","Human","None",6,"2,916","MARS-seq","Primary, Metastatic","33332768","Endothelial, Epithelial, Fibroblasts, Hepatocytes, Malignant, Mono/Macro","Endothelial, Epithelial, Fibroblasts, Hepatocytes, Malignant, Mono/Macro",TRUE,31.9,NA,NA,"",NA,2916,"GSE146409","LIHC",FALSE,"",NA,"7587776_14","array_7587776_14.out","LIHC_GSE146409","2916","10.1976578672727","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:10:15",NA,NA,"24000M","10:15.5","33M","6-Aug","15:52","LIHC_GSE146409.pipeline.h5","COMPLETED"
"LIHC_GSE166635",120,120,"T020123","Human","None",2,"22,631","10x Genomics","Primary","33619115","B, CD8T, DC, Endothelial, Epithelial, Fibroblasts, Malignant, Mast, Mono/Macro, Tprolif, Treg","B, CD8Tcm, cDC1, DC, Endothelial, Epithelial, Fibroblasts, M1, M2, Malignant, Mast, Monocyte, Tprolif, Treg",TRUE,461.5,NA,NA,"",NA,22631,"GSE166635","LIHC",FALSE,"",NA,"7592414_120","array_7592414_120.out","LIHC_GSE166635","22631","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","0:52:04",NA,NA,"24000M","52:04.2","176M","16-Aug","15:29","LIHC_GSE166635.pipeline.h5","COMPLETED"
"LIHC_GSE179795",9,9,"T020124","Human","None",1,"2,352","10x Genomics","Primary","34340996","CD8T, ILC, Mono/Macro, NK","CD8T, ILC, Mono/Macro, NK",FALSE,26,NA,NA,"",NA,2352,"GSE179795","LIHC",FALSE,"",NA,"7587715_9","array_7587715_9.out","LIHC_GSE179795","2352","8.08407189846039","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:08:09",NA,NA,"24000M","08:07.9","13M","6-Aug","15:52","LIHC_GSE179795.pipeline.h5","COMPLETED"
"LIHC_GSE98638",38,38,"T010048","Human","None",6,"5,059","Smart-seq2","Primary","28622514","CD4Tconv, CD8T, CD8Tex, Others, Tprolif, Treg","CD4Teff, CD4Tn, CD8Tcm, CD8Teff, CD8Tex, MAIT, Others, Tfh, Th1, Th17, Tprolif, Treg",FALSE,144.7,NA,NA,"",NA,5059,"GSE98638","LIHC",FALSE,"",NA,"7588105_38","array_7588105_38.out","LIHC_GSE98638","5059","19.3808309713999","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:19:27",NA,NA,"24000M","19:29.7","79M","6-Aug","15:52","LIHC_GSE98638.pipeline.h5","COMPLETED"
"LSCC_GSE150321",111,111,"T020110","Human","None",2,"16,869","10x Genomics","Primary","32638385","B, CD4Tconv, CD8Tex, DC, Endothelial, Epithelial, Fibroblasts, Malignant, Mast, Mono/Macro, Myofibroblasts, Tprolif, Treg","B, CD8Tex, Endothelial, Epithelial, Fibroblasts, M1, M2, Malignant, Mast, Myofibroblasts, pDC, Th1, Tprolif, Treg",TRUE,156.8,NA,NA,"",NA,16869,"GSE150321","LSCC",FALSE,"",NA,"7592414_111","array_7592414_111.out","LSCC_GSE150321","12687","34.9254509449005","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:35:00",NA,NA,"24000M","35:09.0","79M","6-Aug","15:52","LSCC_GSE150321.pipeline.h5","COMPLETED"
"MB_GSE119926",59,59,"T010049","Human","None",25,"7,745","Smart-seq2","Primary, Metastatic","31341285","0","0",FALSE,0,NA,NA,"37.81",NA,7745,"GSE119926","MB",TRUE,"",NA,"7589664_59","array_7589664_59.out","MB_GSE119926","7745","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","1:00","0:34:13",NA,NA,"24000M","34:19.5","167M","6-Aug","15:52","MB_GSE119926.pipeline.h5","COMPLETED"
"MB_GSE155446",147,147,"T020126","Human","None",28,"37,445","10x Genomics","Primary","34077540","CD8T, Malignant, Mono/Macro, Neutrophils","CD8T, Malignant, Mono/Macro, Neutrophils",FALSE,706.5,NA,NA,"1hr:42mins:58sec",NA,37445,"GSE155446","MB",FALSE,"",NA,"7594682_147","array_7594682_147.out","MB_GSE155446","37445","3.4711421173811","array","redwood-s+","owner-gue+",12,"COMPLETED","0:00","3:28:27",NA,NA,"125G","3:30:15","251M","6-Aug","15:52","MB_GSE155446.pipeline.h5","COMPLETED"
"MCC_GSE117988_aPD1aCTLA4",75,75,"T010050","Human","Immunotherapy",1,"10,134","10x Genomics","Metastatic","30250229","0","0",FALSE,0,NA,NA,"",NA,10134,"GSE117988","MCC",FALSE,"",NA,"7589699_75","array_7589699_75.out","MCC_GSE117988_aPD1aCTLA4","10148","29.9539252956708","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:30:02",NA,NA,"24000M","30:06.1","53M","6-Aug","15:52","MCC_GSE117988_aPD1aCTLA4.pipeline.h5","COMPLETED"
"MCC_GSE118056_aPDL1",83,83,"T010051","Human","Immunotherapy",1,"11,024","10x Genomics","Primary","30250229","B, CD4Tconv, CD8T, CD8Tex, DC, Malignant, Mono/Macro, Myofibroblasts, NK","B, CD4Tn, CD8Tcm, CD8Tex, cDC2, M1, Malignant, Monocyte, Myofibroblasts, NK",FALSE,259.9,NA,NA,"",NA,11024,"GSE118056","MCC",FALSE,"",NA,"7589709_83","array_7589709_83.out","MCC_GSE118056_aPDL1","11024","34.6063078641891","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:34:41",NA,NA,"24000M","34:51.8","101M","6-Aug","15:52","MCC_GSE118056_aPDL1.pipeline.h5","COMPLETED"
"MF_GSE165623",72,72,"T020135","Human","None",1,"9,753","10x Genomics","Primary","33968070","B, CD4Tconv, CD8T, DC, Endothelial, Fibroblasts, Keratinocytes, Malignant, Mono/Macro, Myofibroblasts, Neutrophils","B, CD4Tconv, CD8T, DC, Endothelial, Fibroblasts, Keratinocytes, Malignant, Mono/Macro, Myofibroblasts, Neutrophils",TRUE,140.9,NA,NA,"",NA,9753,"GSE165623","MF",FALSE,"",NA,"7589699_72","array_7589699_72.out","MF_GSE165623","found","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","1:00","0:00:17",NA,NA,"24000M","00:14.2","69M","16-Aug","15:29","MF_GSE165623.pipeline.h5","COMPLETED"
"MF_GSE173820",24,24,"T020137","Human","None",1,"3,926","10x Genomics","Primary","34018188","CD4Tconv, CD8T, DC, Endothelial, Epithelial, Fibroblasts, Malignant, Mono/Macro, Myofibroblasts","CD4Tconv, CD8T, DC, Endothelial, Epithelial, Fibroblasts, Malignant, Mono/Macro, Myofibroblasts",TRUE,59.4,NA,NA,"",NA,3926,"GSE173820","MF",FALSE,"",NA,"7587837_24","array_7587837_24.out","MF_GSE173820","5270","17.156137963136","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:17:13",NA,NA,"24000M","17:12.5","35M","6-Aug","15:52","MF_GSE173820.pipeline.h5","COMPLETED"
"MM_GSE117156",125,125,"T010052","Human","Targeted therapy",14,"24,918","MARS-seq","Primary","30523328","CD8T, Malignant, Mono/Macro, Plasma","CD8Tcm, Malignant, Monocyte, Plasma",FALSE,205.6,NA,NA,"",NA,24918,"GSE117156","MM",FALSE,"",NA,"7594515_125","array_7594515_125.out","MM_GSE117156","24918","52.6179933349291","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:52:42",NA,NA,"24000M","52:52.8","98M","6-Aug","15:52","MM_GSE117156.pipeline.h5","COMPLETED"
"MM_GSE141299",110,110,"T010053","Human","None",7,"16,840","10x Genomics","Primary","None","Malignant","Malignant",FALSE,268.3,NA,NA,"",NA,16840,"GSE141299","MM",FALSE,"",NA,"7592404_110","array_7592404_110.out","MM_GSE141299","16840","43.1543022155762","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:43:13",NA,NA,"24000M","43:21.7","103M","6-Aug","15:52","MM_GSE141299.pipeline.h5","COMPLETED"
"MM_GSE143317",36,36,"T020127","Human","Immunotherapy",1,"4,882","10x Genomics","Relapsed","33619368","B, CD4Tconv, CD8T, Erythrocytes, Malignant, Mono/Macro, Neutrophils, NK","B, CD4Tconv, CD8T, Erythrocytes, Malignant, Mono/Macro, Neutrophils, NK",FALSE,137,NA,NA,"",NA,4882,"GSE143317","MM",FALSE,"",NA,"7588105_36","array_7588105_36.out","MM_GSE143317","4882","18.0858993172646","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:18:09",NA,NA,"24000M","18:14.5","75M","6-Aug","15:52","MM_GSE143317.pipeline.h5","COMPLETED"
"MM_GSE151310",85,85,"T020128","Human","None",5,"11,201","10x Genomics","Primary, Relapsed","33278564","CD4Tconv, CD8T, CD8Tex, Tprolif","CD4Tn, CD8Tcm, CD8Teff, CD8Tex, CD8Tn, Tfh, Th1, Th17, Tprolif",FALSE,696.2,NA,NA,"",NA,11201,"GSE151310","MM",FALSE,"",NA,"7589709_85","array_7589709_85.out","MM_GSE151310","55922","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:48:01",NA,NA,"24000M","1:47:54","226M","16-Aug","15:29","MM_GSE151310.pipeline.h5","COMPLETED"
"MM_GSE154763",57,57,"T020129","Human","None",4,"7,619","10x Genomics","Primary","33545035","DC, Mono/Macro, pDC","DC, Mono/Macro, pDC",FALSE,129.6,NA,NA,"",NA,7619,"GSE154763","MM",FALSE,"",NA,"7589664_57","array_7589664_57.out","MM_GSE154763","7619","16.6974909901619","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:16:46",NA,NA,"24000M","16:47.1","50M","6-Aug","15:52","MM_GSE154763.pipeline.h5","COMPLETED"
"MM_GSE161801",189,187,"T020130","Human","Immunotherapy",20,"204,045","10x Genomics","Relapsed","34845188","B, CD8T, DC, Erythroblasts, Malignant, Mono/Macro, NK , Progenitors, Tprolif","B, CD8T, DC, Erythroblasts, Malignant, Mono/Macro, NK , Progenitors, Tprolif",FALSE,2460.7,NA,NA,"",NA,204045,"GSE161801","MM",FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"807M","14-Aug","18:07","MM_GSE161801.pipeline.h5","COMPLETED"
"MM_GSE164551",139,139,"T020131","Human","Immunotherapy",1,"31,250","10x Genomics","Relapsed","33558511","B, CD4Tconv, CD8T, DC, Erythrocytes, Mono/Macro, NK, Plasma, Tprolif","B, CD4Tconv, CD8T, DC, Erythrocytes, Mono/Macro, NK, Plasma, Tprolif",FALSE,319.8,NA,NA,"",NA,31250,"GSE164551","MM",FALSE,"",NA,"7594525_139","array_7594525_139.out","MM_GSE164551","31250","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","0:53:53",NA,NA,"24000M","53:55.5","117M","16-Aug","15:29","MM_GSE164551.pipeline.h5","COMPLETED"
"MM_GSE175385",176,174,"T020132","Human","None",21,"79,277","10x Genomics","Primary","34133718","Malignant, Plasma","Malignant, Plasma",FALSE,877.7,NA,NA,"",NA,79277,"GSE175385","MM",FALSE,"",NA,"7599447_174","array_7599447_174.out","MM_GSE175385","79277","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:18:33",NA,NA,"24000M","1:18:17","310M","14-Aug","18:08","MM_GSE175385.pipeline.h5","COMPLETED"
"MPNST_GSE165826",34,34,"T020165","Human","None",1,"4,754","10x Genomics","Primary","34010628","CD8T, Fibroblasts, Mono/Macro, Myofibroblasts, Neural crest","CD8T, Fibroblasts, Mono/Macro, Myofibroblasts, Neural crest",FALSE,107.8,NA,NA,"",NA,4754,"GSE165826","MPNST",FALSE,"",NA,"7588105_34","array_7588105_34.out","MPNST_GSE165826","4754","19.0729973951976","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:19:08",NA,NA,"24000M","19:12.4","58M","6-Aug","15:52","MPNST_GSE165826.pipeline.h5","COMPLETED"
"NB_GSE154037",66,66,"T020133","Human","None",3,"9,008","10x Genomics","Primary","33046868","NKT","NKT",FALSE,130.8,NA,NA,"",NA,9008,"GSE154037","NB",FALSE,"",NA,"7589680_66","array_7589680_66.out","NB_GSE154037","9008","21.0819293816884","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:21:09",NA,NA,"24000M","21:11.4","37M","6-Aug","15:52","NB_GSE154037.pipeline.h5","COMPLETED"
"NET_GSE140312",17,17,"T010054","Human","None",1,"3,158","10x Genomics","Primary, Metastatic","32054662","Endothelial, Fibroblasts, Malignant, Mono/Macro","Endothelial, Fibroblasts, M1, Malignant",TRUE,39,NA,NA,"",NA,3158,"GSE140312","NET",FALSE,"",NA,"7587776_17","array_7587776_17.out","NET_GSE140312","3158","14.1494639396667","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:14:13",NA,NA,"24000M","14:12.7","27M","6-Aug","15:52","NET_GSE140312.pipeline.h5","COMPLETED"
"Neurofibroma_GSE163028",101,101,"T020164","Human","None",3,"13,152","10x Genomics","Primary","33413690","DC, Endothelial, Fibroblasts, HSC, Pericytes, Schwann ","DC, Endothelial, Fibroblasts, HSC, Pericytes, Schwann ",TRUE,112.4,NA,NA,"",NA,13152,"GSE163028","Neurofibroma",FALSE,"",NA,"7592404_101","array_7592404_101.out","Neurofibroma_GSE163028","13152","28.7963739951452","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:28:52",NA,NA,"24000M","28:58.2","46M","6-Aug","15:52","Neurofibroma_GSE163028.pipeline.h5","COMPLETED"
"NHL_GSE128531",137,137,"T010055","Human","None",9,"30,497","10x Genomics","Primary","31010835","B, CD4Tconv, CD8Tex, Endothelial, Fibroblasts, Keratinocytes, Melanocytes, Mono/Macro, NK, Others, Pericytes, Secretory glandular, SMC, Tprolif","B, CD4Tn, CD8Tex, Endothelial, Fibroblasts, Keratinocytes, M1, Melanocytes, NK, Others, Pericytes, Secretory glandular, SMC, Tprolif",TRUE,527.7,NA,NA,"",NA,30497,"GSE128531","NHL",FALSE,"",NA,"7594525_137","array_7594525_137.out","NHL_GSE128531","30497","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:10:09",NA,NA,"24000M","1:10:09","212M","16-Aug","15:29","NHL_GSE128531.pipeline.h5","COMPLETED"
"NHL_GSE147944",87,87,"T020134","Human","None",3,"11,245","10x Genomics","Primary","32438399","B, CD8T, Endothelial, Epithelial, Fibroblasts, Mono/Macro, Pericytes, Plasma, Tprolif","B, CD8Tcm, cDC2, Endothelial, Epithelial, Fibroblasts, M1, M2, Pericytes, Plasma, Tprolif",TRUE,213,NA,NA,"",NA,11245,"GSE147944","NHL",FALSE,"",NA,"7589709_87","array_7589709_87.out","NHL_GSE147944","11245","31.4729967951775","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:31:32",NA,NA,"24000M","31:41.8","95M","6-Aug","15:52","NHL_GSE147944.pipeline.h5","COMPLETED"
"NPC_GSE150430",156,156,"T020111","Human","None",15,"45,959","10x Genomics","Primary","32686767","B, CD4Tconv, CD8T, DC, Malignant, Mono/Macro, pDC, Plasma, Tprolif, Treg","B, CD4Tconv, CD8T, DC, Malignant, Mono/Macro, pDC, Plasma, Tprolif, Treg",FALSE,921.4,NA,NA,"",NA,45959,"GSE150430","NPC",FALSE,"",NA,"7599432_156","array_7599432_156.out","NPC_GSE150430","45959","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:43:29",NA,NA,"24000M","1:43:18","323M","6-Aug","15:52","NPC_GSE150430.pipeline.h5","COMPLETED"
"NPC_GSE162025",187,185,"T020112","Human","None",10,"176,440","10x Genomics","Primary","33531485","B, CD4Tconv, CD8T, DC, Malignant, Mono/Macro, NK, Plasma, Tprolif, Treg","B, CD4Tconv, CD8T, DC, Malignant, Mono/Macro, NK, Plasma, Tprolif, Treg",FALSE,2220.7,NA,NA,"",NA,176440,"GSE162025","NPC",FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"674M","14-Aug","18:08","NPC_GSE162025.pipeline.h5","COMPLETED"
"NSCLC_EMTAB6149",151,151,"T010056","Human","None",5,"40,218","10x Genomics","Primary","29988129","Alveolar, B, CD4Tconv, CD8T, CD8Tex, Endothelial, Fibroblasts, Malignant, Mast, Mono/Macro, Plasma, Treg","Alveolar, B, CD4Tn, CD8Tem, CD8Tex, Endothelial, Fibroblasts, M1, M2, Malignant, Mast, Monocyte, Plasma, Th17, Treg",TRUE,447.6,NA,NA,"",NA,40218,"EMTAB6149","NSCLC",FALSE,"",NA,"7594808_151","array_7594808_151.out","NSCLC_EMTAB6149","40218","3.08518070254061","array","redwood-s+","owner-gue+",12,"COMPLETED","0:00","3:05:17",NA,NA,"125G","3:06:55","184M","6-Aug","15:52","NSCLC_EMTAB6149.pipeline.h5","COMPLETED"
"NSCLC_GSE117570",89,89,"T010057","Human","None",4,"11,453","10x Genomics","Primary","31033233","B, CD4Tconv, CD8T, DC, Endothelial, Epithelial, Malignant, Mono/Macro, NK, Plasma","B, CD8Teff, Endothelial, Epithelial, M1, M2, Malignant, Monocyte, NK, pDC, Plasma, Th2",TRUE,155,NA,NA,"",NA,11453,"GSE117570","NSCLC",FALSE,"",NA,"7589709_89","array_7589709_89.out","NSCLC_GSE117570","11453","30.8770802934965","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:30:56",NA,NA,"24000M","31:03.8","73M","6-Aug","15:52","NSCLC_GSE117570.pipeline.h5","COMPLETED"
"NSCLC_GSE127465",138,138,"T010058","Human","None",7,"31,179","Smart-seq2","Primary","30979687","B, CD4Tconv, CD8Tex, DC, Endothelial, Fibroblasts, Malignant, Mast, Mono/Macro, Neutrophils, NK, Plasma","B, CD4Tn, CD8Tex, cDC2, Endothelial, Fibroblasts, M2, Malignant, Mast, Monocyte, Neutrophils, NK, Plasma",TRUE,331.7,NA,NA,"",NA,31179,"GSE127465","NSCLC",FALSE,"",NA,"7594525_138","array_7594525_138.out","NSCLC_GSE127465","31179","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:07:35",NA,NA,"24000M","1:07:37","169M","16-Aug","15:29","NSCLC_GSE127465.pipeline.h5","COMPLETED"
"NSCLC_GSE127471",1,1,"T010059","Human","None",1,"1,108","10x Genomics","Primary","31061481","B, CD4Tconv, CD8T, CD8Tex, Mono/Macro, NK, Others","B, CD4Tn, CD8Tex, M1, Monocyte, NK, NKT, Others",FALSE,16.5,NA,NA,"",NA,1108,"GSE127471","NSCLC",FALSE,"",NA,"7587702_1","array_7587702_1.out","NSCLC_GSE127471","1108","4.46542505025864","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:04:31",NA,NA,"24000M","03:49.0","14M","6-Aug","15:52","NSCLC_GSE127471.pipeline.h5","COMPLETED"
"NSCLC_GSE131907",188,186,"T010060","Human","None",44,"203,298","10x Genomics","Primary, Metastatic","32385277","B, CD4Tconv, CD8T, CD8Tex, DC, Endothelial, Epithelial, Fibroblasts, Mast, Mono/Macro, Oligodendrocyte, Plasma","B, CD4Tn, CD8Tcm, CD8Tem, CD8Tex, cDC2, Endothelial, Epithelial, Fibroblasts, M2, Mast, Monocyte, Oligodendrocyte, pDC, Plasma",TRUE,2719.9,NA,NA,"",NA,203298,"GSE131907","NSCLC",FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"859M","15-Aug","16:12","NSCLC_GSE131907.pipeline.h5","COMPLETED"
"NSCLC_GSE139555",175,173,"T010061","Human","None",6,"78,829","10x Genomics","Primary","32103181","B, CD4Tconv, CD8T, CD8Tex, DC, Mono/Macro, NK, Plasma, Tprolif, Treg","B, CD4Tn, CD8Tcm, CD8Teff, CD8Tex, cDC2, Monocyte, NK, pDC, Plasma, Th1, Th17, Tprolif, Treg",FALSE,848.5,NA,NA,"",NA,78829,"GSE139555","NSCLC",FALSE,"",NA,"7599447_173","array_7599447_173.out","NSCLC_GSE139555","78829","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:32:17",NA,NA,"24000M","1:32:09","279M","14-Aug","18:08","NSCLC_GSE139555.pipeline.h5","COMPLETED"
"NSCLC_GSE143423",91,91,"T010062","Human","None",3,"12,193","10x Genomics","Metastatic","None","0","0",FALSE,0,NA,NA,"",NA,12193,"GSE143423","NSCLC",FALSE,"",NA,"7589715_91","array_7589715_91.out","NSCLC_GSE143423","found","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","1:00","0:00:16",NA,NA,"24000M","00:14.3","80M","16-Aug","17:00","NSCLC_GSE143423.pipeline.h5","COMPLETED"
"NSCLC_GSE146100",82,82,"T020139","Human","Immunotherapy",1,"10,996","10x Genomics","Primary","33820821","B, CD4Tconv, CD8T, DC, Endothelial, Epithelial, Fibroblasts, Mast, Mono/Macro, NK, Treg","B, CD4Tconv, CD8T, DC, Endothelial, Epithelial, Fibroblasts, Mast, Mono/Macro, NK, Treg",TRUE,207.4,NA,NA,"",NA,10996,"GSE146100","NSCLC",FALSE,"",NA,"7589709_82","array_7589709_82.out","NSCLC_GSE146100","10996","31.4894109249115","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:31:33",NA,NA,"24000M","31:40.1","90M","6-Aug","15:52","NSCLC_GSE146100.pipeline.h5","COMPLETED"
"NSCLC_GSE148071",177,175,"T020140","Human","None",42,"82,267","GEXSCOPETM","Primary","33953163","Alveolar, Basal, CD8T, Endothelial, Epithelial , Fibroblasts, Malignant, Mono/Macro, Plasma, Tprolif","Alveolar, Basal, CD8T, Endothelial, Epithelial , Fibroblasts, Malignant, Mono/Macro, Plasma, Tprolif",TRUE,1219.9,NA,NA,"",NA,82267,"GSE148071","NSCLC",FALSE,"",NA,"7599447_175","array_7599447_175.out","NSCLC_GSE148071","82267","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","2:00:13",NA,NA,"24000M","2:00:03","413M","14-Aug","18:08","NSCLC_GSE148071.pipeline.h5","COMPLETED"
"NSCLC_GSE149655",30,30,"T020141","Human","None",2,"4,433","10x Genomics","Primary","32891189","Alveolar, CD8Tex, Ciliated, Club, Endothelial, Fibroblasts, Mast, Mono/Macro, Myofibroblasts","Alveolar, CD8Tex, Ciliated, Club, Endothelial, Fibroblasts, M2, Mast, Monocyte, Myofibroblasts",TRUE,184.3,NA,NA,"",NA,4433,"GSE149655","NSCLC",FALSE,"",NA,"7587837_30","array_7587837_30.out","NSCLC_GSE149655","9591","30.4311454931895","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:30:31",NA,NA,"24000M","30:35.4","88M","6-Aug","15:52","NSCLC_GSE149655.pipeline.h5","COMPLETED"
"NSCLC_GSE150660",42,42,"T020142","Human","None",2,"5,407","10x Genomics","Metastatic","32675368","CD4Tconv, CD8T, CD8Tex, DC, Malignant, Mono/Macro","CD8Tex, CD8Tn, cDC2, M1, M2, Malignant, Monocyte, Th2",FALSE,73.1,NA,NA,"",NA,5407,"GSE150660","NSCLC",FALSE,"",NA,"7588117_42","array_7588117_42.out","NSCLC_GSE150660","5407","18.0665452599525","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:18:09",NA,NA,"24000M","18:08.2","34M","6-Aug","15:52","NSCLC_GSE150660.pipeline.h5","COMPLETED"
"NSCLC_GSE151537",15,15,"T020143","Human","Immunotherapy",10,"2,948","Smart-seq2","Primary","33691136","CD4Tconv, CD8T, CD8Tex, Tprolif, Treg","CD4Tconv, CD8T, CD8Tex, Tprolif, Treg",FALSE,50.1,NA,NA,"",NA,2948,"GSE151537","NSCLC",FALSE,"",NA,"7587776_15","array_7587776_15.out","NSCLC_GSE151537","2948","10.5236463348071","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:10:36",NA,NA,"24000M","10:35.8","30M","6-Aug","15:52","NSCLC_GSE151537.pipeline.h5","COMPLETED"
"NSCLC_GSE153935",21,21,"T020144","Human","None",12,"3,658","10x Genomics","Primary","None","Alveolar, CD8T, CD8Tex, Endothelial, Epithelial, Fibroblasts, Mast, Mono/Macro, Myofibroblasts, Plasma, Tprolif","Alveolar, CD8Tcm, CD8Tem, CD8Tex, Endothelial, Epithelial, Fibroblasts, Mast, Monocyte, Myofibroblasts, Plasma, Tprolif",TRUE,62.7,NA,NA,"",NA,3658,"GSE153935","NSCLC",FALSE,"",NA,"7587837_21","array_7587837_21.out","NSCLC_GSE153935","5859","18.7194967150688","array","ychen-sha+","ychen-rw",12,"COMPLETED","0:00","0:18:47",NA,NA,"24000M","18:46.3","42M","6-Aug","15:52","NSCLC_GSE153935.pipeline.h5","COMPLETED"
"NSCLC_GSE162498",174,172,"T020145","Human","None",11,"68,255","10x Genomics","Primary","33514641","CD4Tconv, CD8T, Epithelial, Mono/Macro, NK, Tprolif, Treg","CD4Tconv, CD4Teff, CD8Tcm, CD8Teff, CD8Tn, Epithelial, Mono/Macro, NK, Th1, Th17, Th2, Tprolif, Treg",FALSE,919.4,NA,NA,"",NA,68255,"GSE162498","NSCLC",FALSE,"",NA,"7599447_172","array_7599447_172.out","NSCLC_GSE162498","68255","not_complete","array","ychen-sha+","ychen-rw",12,"FAILED","9:00","1:29:11",NA,NA,"24000M","1:29:04","305M","14-Aug","18:08","NSCLC_GSE162498.pipeline.h5","COMPLETED"
"NSCLC_GSE176021_aPD1",192,190,"T020146","Human","Immunotherapy",16,"816,654","10x Genomics","Primary, Metastatic","34290408","0","0",FALSE,3525.8,NA,NA,"",NA,816654,"GSE176021","NSCLC",FALSE,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
